id,image_path,question,choices,num_choices,answer,hint,lecture,solution,task,grade,subject,topic,category,skill
train_07732,images/train/train_07732.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""sample B"", ""neither; the samples have the same temperature"", ""sample A""]",3,2,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in sample A has more mass than each particle in sample B. The particles in sample A also have a higher average speed than the particles in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade7,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_02066,images/train/train_02066.png,"Is corn syrup a solid, a liquid, or a gas?","[""a solid"", ""a gas"", ""a liquid""]",3,2,,"Solid, liquid, and gas are states of matter. Matter is anything that takes up space. Matter can come in different states, or forms.
When matter is a solid, it has a definite volume and a definite shape. So, a solid has a size and shape of its own.
Some solids can be easily folded, bent, or broken. A piece of paper is a solid. Also, some solids are very small. A grain of sand is a solid.
When matter is a liquid, it has a definite volume but not a definite shape. So, a liquid has a size of its own, but it does not have a shape of its own. Think about pouring juice from a bottle into a cup. The juice still takes up the same amount of space, but it takes the shape of the bottle.
Some liquids are thicker than others. Honey and milk are both liquids. But pouring honey takes more time than pouring milk.
When matter is a gas, it does not have a definite volume or a definite shape. A gas expands, or gets bigger, until it completely fills a space. A gas can also get smaller if it is squeezed into a smaller space.
Many gases are invisible. The oxygen you breathe is a gas. The helium in a balloon is also a gas.","Corn syrup is a liquid. A liquid takes the shape of any container it is in.
If you pour corn syrup into a container, the corn syrup will take the shape of that container. But the corn syrup will still take up the same amount of space.",closed choice,grade4,natural science,physics,States of matter,"Identify and sort solids, liquids, and gases"
train_00511,images/train/train_00511.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample B"", ""sample A""]",3,2,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in the two samples has the same mass, but the particles in sample A have a higher average speed than the particles in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade6,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_01411,images/train/train_01411.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""sample B"", ""sample A"", ""neither; the samples have the same temperature""]",3,0,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in the two samples has the same mass, but the particles in sample B have a higher average speed than the particles in sample A. So, the particles in sample B have a higher average kinetic energy than the particles in sample A.
Because the particles in sample B have the higher average kinetic energy, sample B must have the higher temperature.",closed choice,grade8,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_00955,images/train/train_00955.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample A"", ""sample B""]",3,1,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in sample A has more mass than each particle in sample B. The particles in sample A also have a higher average speed than the particles in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade8,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_02074,images/train/train_02074.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""sample B"", ""sample A"", ""neither; the samples have the same temperature""]",3,1,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","The particles in both samples have the same average speed, but each particle in sample A has more mass than each particle in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade8,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_06611,images/train/train_06611.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""sample A"", ""neither; the samples have the same temperature"", ""sample B""]",3,0,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","The particles in both samples have the same average speed, but each particle in sample A has more mass than each particle in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade8,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_10000,images/train/train_10000.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""sample A"", ""neither; the samples have the same temperature"", ""sample B""]",3,0,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","The particles in both samples have the same average speed, but each particle in sample A has more mass than each particle in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade7,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_07438,images/train/train_07438.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample A"", ""sample B""]",3,2,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in the two samples has the same mass, but the particles in sample B have a higher average speed than the particles in sample A. So, the particles in sample B have a higher average kinetic energy than the particles in sample A.
Because the particles in sample B have the higher average kinetic energy, sample B must have the higher temperature.",closed choice,grade6,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_11845,images/train/train_11845.png,Which rhetorical appeal is primarily used in this ad?,"[""logos (reason)"", ""ethos (character)"", ""pathos (emotion)""]",3,0,,"The purpose of an advertisement is to persuade people to do something. To accomplish this purpose, advertisements use three types of persuasive strategies, or appeals.
Appeals to ethos, or character, show the writer or speaker as trustworthy, authoritative, or sharing important values with the audience. An ad that appeals to ethos might do one of the following:
say that a brand has been trusted for many years
include an endorsement from a respected organization, such as the American Dental Association
feature a testimonial from a ""real person"" who shares the audience's values
use an admired celebrity or athlete as a spokesperson
Appeals to logos, or reason, use logic and verifiable evidence. An ad that appeals to logos might do one of the following:
use graphs or charts to display information
cite results of clinical trials or independently conducted studies
explain the science behind a product or service
emphasize that the product is a financially wise choice
anticipate and refute potential counterclaims
Appeals to pathos, or emotion, use feelings rather than facts to persuade the audience. An ad that appeals to pathos might do one of the following:
trigger a fear, such as the fear of embarrassment
appeal to a desire, such as the desire to appear attractive
link the product to a positive feeling, such as adventure, love, or luxury","The ad appeals to logos, or reason, by arguing that purchasing paper from the advertised retailer is a better financial decision.",closed choice,grade12,language science,writing-strategies,Persuasive strategies,"Identify appeals to ethos, pathos, and logos in advertisements"
train_01582,images/train/train_01582.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""sample B"", ""neither; the samples have the same temperature"", ""sample A""]",3,0,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","The particles in both samples have the same average speed, but each particle in sample B has more mass than each particle in sample A. So, the particles in sample B have a higher average kinetic energy than the particles in sample A.
Because the particles in sample B have the higher average kinetic energy, sample B must have the higher temperature.",closed choice,grade6,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_12707,images/train/train_12707.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""sample A"", ""sample B"", ""neither; the samples have the same temperature""]",3,1,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","The particles in both samples have the same average speed, but each particle in sample B has more mass than each particle in sample A. So, the particles in sample B have a higher average kinetic energy than the particles in sample A.
Because the particles in sample B have the higher average kinetic energy, sample B must have the higher temperature.",closed choice,grade8,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_08249,images/train/train_08249.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample B"", ""sample A""]",3,1,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","The particles in both samples have the same average speed, but each particle in sample B has more mass than each particle in sample A. So, the particles in sample B have a higher average kinetic energy than the particles in sample A.
Because the particles in sample B have the higher average kinetic energy, sample B must have the higher temperature.",closed choice,grade6,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_00164,images/train/train_00164.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample B"", ""sample A""]",3,2,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","The particles in both samples have the same average speed, but each particle in sample A has more mass than each particle in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade8,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_00719,images/train/train_00719.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample A"", ""sample B""]",3,2,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","The particles in both samples have the same average speed, but each particle in sample B has more mass than each particle in sample A. So, the particles in sample B have a higher average kinetic energy than the particles in sample A.
Because the particles in sample B have the higher average kinetic energy, sample B must have the higher temperature.",closed choice,grade6,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_00749,images/train/train_00749.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""sample A"", ""sample B"", ""neither; the samples have the same temperature""]",3,0,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in sample A has more mass than each particle in sample B. The particles in sample A also have a higher average speed than the particles in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade6,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_03667,images/train/train_03667.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample A"", ""sample B""]",3,2,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","The particles in both samples have the same average speed, but each particle in sample B has more mass than each particle in sample A. So, the particles in sample B have a higher average kinetic energy than the particles in sample A.
Because the particles in sample B have the higher average kinetic energy, sample B must have the higher temperature.",closed choice,grade8,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_03619,images/train/train_03619.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""sample A"", ""neither; the samples have the same temperature"", ""sample B""]",3,0,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in sample A has more mass than each particle in sample B. The particles in sample A also have a higher average speed than the particles in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade6,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_01274,images/train/train_01274.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample A"", ""sample B""]",3,2,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in sample B has more mass than each particle in sample A. The particles in sample B also have a higher average speed than the particles in sample A. So, the particles in sample B have a higher average kinetic energy than the particles in sample A.
Because the particles in sample B have the higher average kinetic energy, sample B must have the higher temperature.",closed choice,grade6,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_07347,images/train/train_07347.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""sample B"", ""sample A"", ""neither; the samples have the same temperature""]",3,1,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in sample A has more mass than each particle in sample B. The particles in sample A also have a higher average speed than the particles in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade7,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_11912,images/train/train_11912.png,"Is a piece of paper a solid, a liquid, or a gas?","[""a gas"", ""a solid"", ""a liquid""]",3,1,,"Solid, liquid, and gas are states of matter. Matter is anything that takes up space. Matter can come in different states, or forms.
When matter is a solid, it has a definite volume and a definite shape. So, a solid has a size and shape of its own.
Some solids can be easily folded, bent, or broken. A piece of paper is a solid. Also, some solids are very small. A grain of sand is a solid.
When matter is a liquid, it has a definite volume but not a definite shape. So, a liquid has a size of its own, but it does not have a shape of its own. Think about pouring juice from a bottle into a cup. The juice still takes up the same amount of space, but it takes the shape of the bottle.
Some liquids do not pour as easily as others. Honey and milk are both liquids. But pouring honey takes more time than pouring milk.
When matter is a gas, it does not have a definite volume or a definite shape. A gas expands, or gets bigger, until it completely fills a space. A gas can also get smaller if it is squeezed into a smaller space.
Many gases are invisible. Air is a gas.",A piece of paper is a solid. You can fold a piece of paper. But it will still have a size and shape of its own.,closed choice,grade3,natural science,physics,States of matter,"Classify matter as solid, liquid, or gas"
train_02312,images/train/train_02312.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample A"", ""sample B""]",3,2,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in sample B has more mass than each particle in sample A. The particles in sample B also have a higher average speed than the particles in sample A. So, the particles in sample B have a higher average kinetic energy than the particles in sample A.
Because the particles in sample B have the higher average kinetic energy, sample B must have the higher temperature.",closed choice,grade6,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_10603,images/train/train_10603.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""sample A"", ""neither; the samples have the same temperature"", ""sample B""]",3,0,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in sample A has more mass than each particle in sample B. The particles in sample A also have a higher average speed than the particles in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade6,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_03643,images/train/train_03643.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample B"", ""sample A""]",3,2,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in sample A has more mass than each particle in sample B. The particles in sample A also have a higher average speed than the particles in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade7,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_12514,images/train/train_12514.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample B"", ""sample A""]",3,2,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in sample A has more mass than each particle in sample B. The particles in sample A also have a higher average speed than the particles in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade8,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_03141,images/train/train_03141.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample B"", ""sample A""]",3,2,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","The particles in both samples have the same average speed, but each particle in sample A has more mass than each particle in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade7,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_12602,images/train/train_12602.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample A"", ""sample B""]",3,2,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","The particles in both samples have the same average speed, but each particle in sample B has more mass than each particle in sample A. So, the particles in sample B have a higher average kinetic energy than the particles in sample A.
Because the particles in sample B have the higher average kinetic energy, sample B must have the higher temperature.",closed choice,grade7,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_01499,images/train/train_01499.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample A"", ""sample B""]",3,1,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in the two samples has the same mass, but the particles in sample A have a higher average speed than the particles in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade6,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_08785,images/train/train_08785.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""sample B"", ""sample A"", ""neither; the samples have the same temperature""]",3,1,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in the two samples has the same mass, but the particles in sample A have a higher average speed than the particles in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade8,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_04126,images/train/train_04126.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample B"", ""sample A""]",3,1,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","The particles in both samples have the same average speed, but each particle in sample B has more mass than each particle in sample A. So, the particles in sample B have a higher average kinetic energy than the particles in sample A.
Because the particles in sample B have the higher average kinetic energy, sample B must have the higher temperature.",closed choice,grade7,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_06139,images/train/train_06139.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""neither; the samples have the same temperature"", ""sample A"", ""sample B""]",3,1,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in the two samples has the same mass, but the particles in sample A have a higher average speed than the particles in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B.
Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",closed choice,grade6,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
train_11519,images/train/train_11519.png,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,"[""sample B"", ""sample A"", ""neither; the samples have the same temperature""]",3,0,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance.
The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in the two samples has the same mass, but the particles in sample B have a higher average speed than the particles in sample A. So, the particles in sample B have a higher average kinetic energy than the particles in sample A.
Because the particles in sample B have the higher average kinetic energy, sample B must have the higher temperature.",closed choice,grade8,natural science,physics,Particle motion and energy,Identify how particle motion affects temperature and pressure
